",""unlist.output."""
"parorigin_zero.0,0.986073417050302"
"parorigin_one.1,0.0139265829496975"
"magecat_zero.0,0.0396779869362964"
"magecat_one.1,0.752281327580805"
"magecat_two.2,0.208040685482899"
"paret2_parorigin0_zero,0.897915485246094"
"paret2_parorigin0_one,0.102084514753906"
"paret2_parorigin1_zero,0.597438560055383"
"paret2_parorigin1_one,0.402561439944618"
"number_inds,207445"
