data,model,seed,epochs,trials,accuracy,precision,recall,f1,auc,prc,LR00,LR01,LR10,LR11,time,batch_size,alpha,gamma,batch_size,ESPatience,alpha,gamma,nf,fc_dropout,conv_dropout,ks,dilation
data_2real1bigdet,InceptionTime,0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,18795,0,0,1205,55.67537569598062,64,0.12558531046383625,1.0362143906909338,64,6,0.12558531046383625,1.0362143906909338,128,0.6491440476147607,0.2784872826479753,20,1
data_2real1bigdet,InceptionTime,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,18795,0,0,1205,55.65688503399724,64,0.12558531046383625,1.0362143906909338,64,6,0.12558531046383625,1.0362143906909338,128,0.6491440476147607,0.2784872826479753,20,1
data_2real1bigdet,InceptionTime,2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,18795,0,0,1205,55.817463337036315,64,0.12558531046383625,1.0362143906909338,64,6,0.12558531046383625,1.0362143906909338,128,0.6491440476147607,0.2784872826479753,20,1
