data,model,seed,epochs,trials,accuracy,precision,recall,f1,auc,prc,LR00,LR01,LR10,LR11,time
data_2real1bigdet,LR,2,1,100,0.9398,0.503030303030303,0.06887966804979254,0.12116788321167885,0.5322584027931857,0.09074856029171383,18713,82,1122,83,4.939196898951195
