"","data_name","model_name","stoc","hype","imp","randnum_train","randnum_split","randnum_stoc","epochs","trials","folds","train_time","hype_time","inf_time","date","best_threshold","best_f1_score","accuracy_nothres_nocal","precision_nothres_nocal","recall_nothres_nocal","f1_nothres_nocal","auc_nothres_nocal","av_prec_nothres_nocal","brier_nothres_nocal","pr_auc_nothres_nocal","true_neg_nothres_nocal","false_pos_nothres_nocal","false_neg_nothres_nocal","true_pos_nothres_nocal","accuracy_nothres_cal","precision_nothres_cal","recall_nothres_cal","f1_nothres_cal","auc_nothres_cal","av_prec_nothres_cal","brier_nothres_cal","pr_auc_nothres_cal","true_neg_nothres_cal","false_pos_nothres_cal","false_neg_nothres_cal","true_pos_nothres_cal","accuracy","precision","recall","f1","auc","av_prec","brier","pr_auc","true_neg","false_pos","false_neg","true_pos","lr_max","batch_size","ESPatience","weight_decay","alpha","gamma","nf","fc_dropout","conv_dropout","ks","kss","conv_layers","hidden_size","rnn_layers","cell_dropout","rnn_dropout","max_depth","eta","subsample","colsample_bytree","n_estimators","min_child_weight","reg_alpha","reg_lambda","epochs.1","n_heads","d_ff","encoder_layers","encoder_dropout","learning_rate_init","prop"
"21","timing_2event_2year_45","InceptionTime",0.1,"True","True",7,3,4,50,200,2,342.526299754973,58735.8149401941,30.509757726104,"2024-10-18 08:36:54",0.27566555,0.967261904761905,0.99865,0.981481481481482,0.938053097345133,0.959276018099548,0.992399940045722,0.979526413276263,0.00516920682102373,0.979518610184053,19655,6,21,318,0.99865,0.981481481481482,0.938053097345133,0.959276018099548,0.992405341332038,0.979528474812308,0.00120952461723507,0.979520670840876,19655,6,21,318,0.9989,0.975975975975976,0.958702064896755,0.967261904761905,0.992405341332038,0.979528474812308,0.00120952461723507,0.979520670840876,19653,8,14,325,0.0353208493006975,256,10,0.003826367402319,0.431515389270778,1.24867891962235,16,0.217071897849149,0.0054133027787188,"50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,0.01695
"22","timing_2event_2year_45","LSTMAttention",0.1,"True","True",7,3,4,50,200,2,112.766847313032,39655.2032961459,14.8804528740002,"2024-10-23 08:18:39",0.9804419,0.97910447761194,0.9959,0.806682577565632,0.997050147492625,0.891820580474934,0.999933234099701,0.996694287980475,0.0154593747131178,0.996690010654805,19580,81,1,338,0.9959,0.806682577565632,0.997050147492625,0.891820580474934,0.999933234099701,0.996694287980475,0.00251380074001382,0.996690010654806,19580,81,1,338,0.9993,0.990936555891239,0.967551622418879,0.97910447761194,0.999933234099701,0.996694287980475,0.00251380074001382,0.996690010654806,19658,3,11,328,0.0077629521077465,256,5,0.0061647220360458,0.350586275679021,1.11957022693027,NA,0.109037738612889,NA,NA,NA,NA,64,1,NA,0.202326005781992,NA,NA,NA,NA,NA,NA,NA,NA,50,16,2048,2,0.285036876332858,NA,0.01695
"23","timing_2event_2year_45","MLSTMFCN",0.1,"True","True",7,3,4,50,200,2,288.400544221047,42055.5112705911,25.1369663979858,"2024-10-18 11:24:21",0.57530403,0.935103244837758,0.99765,0.924418604651163,0.938053097345133,0.931185944363104,0.999174653443718,0.974071884051459,0.0375656630264587,0.974043790636108,19635,26,21,318,0.99765,0.924418604651163,0.938053097345133,0.931185944363104,0.999174503407987,0.974086927366982,0.00206632135410321,0.974058860417001,19635,26,21,318,0.9978,0.935103244837758,0.935103244837758,0.935103244837758,0.999174503407987,0.974086927366982,0.00206632135410321,0.974058860417001,19639,22,22,317,0.0421808450338372,128,10,0.0029688021595479,0.362922520228702,2.14795098963982,NA,0.0376532012619028,NA,NA,"[5, 5, 5]","[64, 128, 64]",100,2,0.0716872488191405,0.160280094298872,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,0.01695
"24","timing_2event_4year_45","InceptionTime",0.1,"True","True",7,3,4,50,200,2,151.469408918056,97025.385849569,13.8525088049937,"2024-10-30 09:21:31",0.33593336,0.997995991983968,0.99985,1,0.994,0.996990972918756,0.999344923076923,0.998106119512866,0.0160048490672726,0.998105945979425,19500,0,3,497,0.99985,1,0.994,0.996990972918756,0.999346051282051,0.998106352477428,0.000175439359192408,0.998106178744865,19500,0,3,497,0.9999,1,0.996,0.997995991983968,0.999346051282051,0.998106352477428,0.000175439359192408,0.998106178744865,19500,0,2,498,0.0626954086750434,256,10,0.0064410396960143,0.332207744359915,1.44346822835103,16,0.024956540228925,0.152312086284282,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,0.025
"25","timing_2event_4year_45","MLSTMFCN",0.1,"True","True",7,3,4,50,200,2,260.023751158034,78006.2789896857,30.6953144709114,"2024-10-22 09:24:37",0.18427627,0.979959919839679,0.99825,0.99154334038055,0.938,0.964028776978417,0.999715282051282,0.99192727110003,0.00634818162340228,0.991919475024989,19496,4,31,469,0.99825,0.99154334038055,0.938,0.964028776978417,0.999715282051282,0.991927327387321,0.00166770476774791,0.991919474723988,19496,4,31,469,0.999,0.981927710843373,0.978,0.979959919839679,0.999715282051282,0.991927327387321,0.00166770476774791,0.991919474723988,19491,9,11,489,0.0100585717256726,128,10,0.0030864579793582,0.469389350005662,1.17464356570394,NA,0.0625631779435274,NA,NA,"[3, 5, 7]","[128, 256, 128]",120,3,0.107095906798415,0.13448945045412,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,0.025
"26","timing_2event_4year_45","ResNet",0.1,"True","True",7,3,4,50,200,2,376.902537391055,53581.5033018622,27.4337181069423,"2024-10-22 08:27:12",0.16909033,0.989054726368159,0.9993,0.986,0.986,0.986,0.999911282051282,0.996198103108938,0.00607369689481553,0.996193337763886,19493,7,7,493,0.9993,0.986,0.986,0.986,0.999911282051282,0.996198103108938,0.00059372328858051,0.996193337763886,19493,7,7,493,0.99945,0.984158415841584,0.994,0.989054726368159,0.999911282051282,0.996198103108938,0.00059372328858051,0.996193337763886,19492,8,3,497,0.0547112909698706,128,10,0.0021725829794065,0.479075702013317,1.15533658551685,32,0.101398566560797,NA,"[7, 5, 3]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,0.025
"27","order1diff_var4_var5","LSTMAttention",0.1,"True","False",7,3,4,50,200,2,39.8312600487843,47329.2646250529,4.17685856577009,"20241023-203631",0.46604833,0.107583857690306,0.9994,0.989556135770235,1,0.994750656167979,0.99994707941552,0.998340342892118,0.084886197062427,0.998338471748657,18851,12,0,1137,6e-04,0,0,0,5.29205844801388e-05,0.0290072044071923,0.268975580569878,0.0289805549022438,12,18851,1137,0,0.05685,0.05685,1,0.107583857690306,5.29205844801388e-05,0.0290072044071923,0.268975580569878,0.0289805549022438,0,18863,0,1137,0.00508691410896986,256,10,0.00636907252940278,0.365740511522577,2.48426200731105,NA,0.265350961610601,NA,NA,NA,NA,64,1,NA,0.0526502043360355,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,256,2,0.159458544683475,NA,0.05685
"28","order1diff_var4_var6","InceptionTime",0.1,"True","False",7,3,4,50,200,2,132.251747760922,45569.743206894,11.8534125830047,"20241016-224436",0.016065462,0.992723492723493,0.9941,1,0.877593360995851,0.934806629834254,0.995815528385178,0.992692002017226,0.0225291943256473,0.99269152654898,19036,0,118,846,0.9941,1,0.877593360995851,0.934806629834254,0.995815473891356,0.992691992002104,0.0102467705216909,0.992691516538076,19036,0,118,846,0.9993,0.994791666666667,0.990663900414938,0.992723492723493,0.995815473891356,0.992691992002104,0.0102467705216909,0.992691516538076,19031,5,9,955,NA,128,10,0.00538552658014315,0.493871322118049,1.85652468075768,16,0.305049498176094,0.0671470915196838,"30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0504544784346558,0.0482
"29","order1diff_var4_var6","LSTMAttention",0.1,"True","False",7,3,4,50,200,2,121.914059191011,40578.6456983974,14.393869987689,"20241022-082050",0.96646136,1,1,1,1,1,1,1,0.0142591246518671,1,19036,0,0,964,1,1,1,1,1,1,8.98433378504011e-05,1,19036,0,0,964,1,1,1,1,1,1,8.98433378504011e-05,1,19036,0,0,964,0.00276892143348239,128,10,0.00180817227984252,0.435831144434059,1.28337602557909,NA,0.249098234258866,NA,NA,NA,NA,64,1,NA,0.136528316770848,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,256,2,0.331352074912781,NA,0.0482
"30","order1diff_var4_var6","ResNet",0.1,"True","False",7,3,4,50,200,2,126.451320586726,42758.0612767986,10.1961065530777,"20241015-203039",0.68741274,0.994807892004154,0.99945,0.993782383419689,0.994813278008299,0.994297563504406,0.999986485532108,0.999715472016706,0.0723323100648993,0.99971530176871,19030,6,5,959,0.99945,0.993782383419689,0.994813278008299,0.994297563504406,0.999986485532108,0.999715472016706,0.000802545523973772,0.99971530176871,19030,6,5,959,0.9995,0.995841995841996,0.993775933609959,0.994807892004154,0.999986485532108,0.999715472016706,0.000802545523973772,0.99971530176871,19032,4,6,958,NA,128,10,0.00634385635863979,0.331366960562637,2.08604649866773,128,0.344425058946276,NA,"[5, 5, 5]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00540354967788036,0.0482
"31","order1diff_var6_var4","InceptionTime",0.1,"True","False",9,3,4,50,200,2,209.815199968056,88510.4834514471,4.89640114596114,"20241102-103019",0.3411284,0.107583857690306,0.99845,0.973458904109589,1,0.986550976138829,0.999995057637044,0.999916790798657,0.10005981911889,0.999916747422872,18832,31,0,1137,0.00155,0,0,0,4.94236295585306e-06,0.0290060611883462,0.274642790205928,0.0289795124662679,31,18832,1137,0,0.05685,0.05685,1,0.107583857690306,4.94236295585306e-06,0.0290060611883462,0.274642790205928,0.0289795124662679,0,18863,0,1137,0.0203857169551538,64,5,0.00963721188084571,0.218629242029388,1.42764569119095,16,0.138125342377581,0.085570365165384,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05685
"32","order1diff_var6_var4","LSTMAttention",0.1,"True","False",9,3,4,50,200,2,79.2401160919107,70270.1142365759,9.81543562898878,"20241102-103225",0.4425365,0.966623320329432,0.99085,0.977955911823647,0.858399296394019,0.914285714285714,0.999645968283738,0.993977616663629,0.0406940032175708,0.99397485822591,18841,22,161,976,0.99085,0.977955911823647,0.858399296394019,0.914285714285714,0.999645968283738,0.993977616663629,0.00546070732100358,0.99397485822591,18841,22,161,976,0.99615,0.952991452991453,0.980650835532102,0.966623320329432,0.999645968283738,0.993977616663629,0.00546070732100358,0.99397485822591,18808,55,22,1115,0.0083372939632345,128,10,0.00427265310046331,0.485056132240979,1.41150835483611,NA,0.309604742218621,NA,NA,NA,NA,64,1,NA,0.0746791090385547,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,512,2,0.196231531668759,NA,0.05685
"33","order1diff_var6_var4","MLSTMFCN",0.1,"True","False",7,3,4,50,200,2,63.8942402689718,35876.7932562679,7.81983304163441,"20241015-203014",0.99835086,0.998244073748903,0.99835,0.971794871794872,1,0.985695708712614,0.999998368087703,0.999972900139621,0.0932093599215658,0.999972888200177,18830,33,0,1137,0.99835,0.971794871794872,1,0.985695708712614,0.999998368087703,0.999972900139621,0.00275849083929673,0.999972888200177,18830,33,0,1137,0.9998,0.99649430324277,1,0.998244073748903,0.999998368087703,0.999972900139621,0.00275849083929673,0.999972888200177,18859,4,0,1137,NA,256,10,0.00354891691774868,0.170329732719852,1.34894907595168,NA,0.31390322761685,NA,NA,"[3, 5, 7]","[128, 256, 128]",120,1,0.100043210427802,0.33613454383272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0488969527520616,0.05685
"34","order1diff_var6_var4","MLSTMFCN",0.1,"True","False",8,3,4,50,200,2,76.6673067428637,114450.211480051,28.7983381031081,"20241104-100512",0.99531233,0.995181778361805,0.99655,0.942786069651741,1,0.970550576184379,0.999985079659001,0.999736772523856,0.0997484441012649,0.999736626103329,18794,69,0,1137,0.99655,0.942786069651741,1,0.970550576184379,0.999985102972034,0.999736789465504,0.00386342043310541,0.999737096409156,18794,69,0,1137,0.99945,0.991273996509599,0.999120492524186,0.995181778361805,0.999985102972034,0.999736789465504,0.00386342043310541,0.999737096409156,18853,10,1,1136,0.0488969527520616,256,10,0.00354891691774868,0.170329732719852,1.34894907595168,NA,0.31390322761685,NA,NA,"[3, 5, 7]","[128, 256, 128]",120,1,0.100043210427802,0.33613454383272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05685
"35","order1diff_var6_var4","MLSTMFCN",0.1,"True","False",9,3,4,50,200,2,37.6238080160692,70494.1748719619,3.34400581102818,"20241031-075818",0.46541724,0.107583857690306,0.9943,0.925895087427144,0.978012313104661,0.951240376390077,0.98897853060845,0.981900227130321,0.101455867563206,0.981897473580911,18774,89,25,1112,0.0057,0.00132985797116868,0.0219876868953386,0.00250802568218299,0.0110215160176155,0.029202675362812,0.254862169944413,0.0290864670479069,89,18774,1112,25,0.05685,0.05685,1,0.107583857690306,0.0110215160176155,0.029202675362812,0.254862169944413,0.0290864670479069,0,18863,0,1137,0.0488969527520616,256,10,0.00354891691774868,0.170329732719852,1.34894907595168,NA,0.31390322761685,NA,NA,"[3, 5, 7]","[128, 256, 128]",120,1,0.100043210427802,0.33613454383272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05685
"36","order1diff_var6_var4","ResNet",0.1,"True","False",7,3,4,50,200,2,206.489188584033,42515.9162163511,10.6381444302388,"20241016-080139",0.9181596,0.998240985048373,0.99945,0.990418118466899,1,0.995185995623632,0.999976826845386,0.999505413739157,0.0327641650546953,0.99950511236174,18852,11,0,1137,0.99945,0.990418118466899,1,0.995185995623632,0.999976826845386,0.999505415029799,0.000984206087606295,0.999505112360174,18852,11,0,1137,0.9998,0.998240985048373,0.998240985048373,0.998240985048373,0.999976826845386,0.999505415029799,0.000984206087606295,0.999505112360174,18861,2,2,1135,NA,128,10,0.00720216405349836,0.319865903403614,1.32841862273796,128,0.171610577750324,NA,"[3, 5, 7]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0494316431590612,0.05685
"37","order1diff_var6_var4","ResNet",0.1,"True","False",8,3,4,50,200,2,131.556607457926,43730.832672331,10.540633616969,"20241101-102501",0.7594409,0.999121265377856,0.9997,0.994750656167979,1,0.997368421052632,0.999980603556702,0.999603121231064,0.0351040004140193,0.999602890709801,18857,6,0,1137,0.9997,0.994750656167979,1,0.997368421052632,0.999980603556702,0.999603121231064,0.000445864714149811,0.999602890709801,18857,6,0,1137,0.9999,0.998244073748903,1,0.999121265377856,0.999980603556702,0.999603121231064,0.000445864714149811,0.999602890709801,18861,2,0,1137,0.0494316431590612,128,10,0.00720216405349836,0.319865903403614,1.32841862273796,128,0.171610577750324,NA,"[3, 5, 7]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05685
"38","order1diff_var6_var4","ResNet",0.1,"True","False",9,3,4,50,200,2,166.535984318936,60797.0547297569,7.83632753405254,"20241031-124154",0.62328136,0.99558693733451,0.99945,0.998230088495575,0.992084432717678,0.995147772386414,0.999957383776022,0.999405879224482,0.0326667681550763,0.999405657082452,18861,2,9,1128,0.99945,0.998230088495575,0.992084432717678,0.995147772386414,0.999957383776022,0.999405879224482,0.000725219342162797,0.999405657082452,18861,2,9,1128,0.9995,0.99911426040744,0.992084432717678,0.99558693733451,0.999957383776022,0.999405879224482,0.000725219342162797,0.999405657082452,18862,1,9,1128,0.0494316431590612,128,10,0.00720216405349836,0.319865903403614,1.32841862273796,128,0.171610577750324,NA,"[3, 5, 7]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05685
"39","order1diff_var6_var4","XGBoost",0.1,"True","False",9,3,4,50,200,2,48.1781211089692,8428.60819305503,0.411439774965402,"20241030-091301",0.663099110126495,0.976784178847807,0.9938,0.901665344964314,1,0.948290241868224,0.99931776740783,0.983576291897586,0.0228035877652304,0.983562336971771,18739,124,0,1137,0.9964,0.940446650124069,1,0.969309462915601,0.99931776740783,0.983576291897586,0.00354555641918087,0.983562336971771,18791,72,0,1137,0.9973,0.95542472666106,0.999120492524186,0.976784178847807,0.99931776740783,0.983576291897586,0.00354555641918087,0.983562336971771,18810,53,1,1136,NA,NA,5,NA,NA,4.35132585523191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0115467526536452,0.989658090500031,0.833773376993836,907,1,0.577746467304329,0.239430181180294,NA,NA,NA,NA,NA,NA,0.05685
"40","order2_45","LSTMAttention",0.1,"True","False",7,3,4,50,200,2,480.319702839013,46884.5265396032,24.8885091659613,"20241023-184940",0.99114954,1,0.99995,0.995967741935484,1,0.997979797979798,1,1,0.00921889777178312,1,19752,1,0,247,0.99995,0.995967741935484,1,0.997979797979798,1,1,5.21473046939531e-05,1,19752,1,0,247,1,1,1,1,1,1,5.21473046939531e-05,1,19753,0,0,247,0.00378499342248609,64,10,0.00180224525529958,0.456509555597607,1.57539315193674,NA,0.0225792495594751,NA,NA,NA,NA,64,2,NA,0.357605562359268,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,256,2,0.276666737657458,NA,0.01235
"41","order2_45","MLSTMFCN",0.1,"True","False",7,3,4,50,200,2,197.867736772168,55939.334196663,32.2066356120631,"20241023-082009",0.14140117,0.933884297520661,0.99735,0.985,0.797570850202429,0.881431767337808,0.996442092227676,0.976833854946236,0.00482173488221148,0.976802514301185,19750,3,50,197,0.99735,0.985,0.797570850202429,0.881431767337808,0.996442092227676,0.976833854946236,0.00208621602501286,0.976802514301185,19750,3,50,197,0.9984,0.953586497890295,0.91497975708502,0.933884297520661,0.996442092227676,0.976833854946236,0.00208621602501286,0.976802514301185,19742,11,21,226,0.00699876746322867,64,5,0.00812925258073217,0.431687216875035,1.10293339168179,NA,0.224658455596096,NA,NA,"[3, 5, 3]","[128, 256, 256]",100,1,0.370758210785327,0.832417173009854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01235
"42","order2_45","ResNet",0.1,"True","False",7,3,4,50,200,2,164.247188288253,48521.8679725118,15.9789808760397,"20241023-081749",0.37359884,0.983739837398374,0.99935,0.991596638655462,0.955465587044534,0.97319587628866,0.999945480530708,0.996061621441169,0.0182799531063613,0.996053623614357,19751,2,11,236,0.99935,0.991596638655462,0.955465587044534,0.97319587628866,0.999945480530708,0.996061621441169,0.000498047730148275,0.996053623614357,19751,2,11,236,0.9996,0.987755102040816,0.979757085020243,0.983739837398374,0.999945480530708,0.996061621441169,0.000498047730148275,0.996053623614357,19750,3,5,242,0.0996629131548545,128,5,0.00150674967578373,0.431864386777833,1.73594545630558,64,0.029963733977822,NA,"[3, 5, 7]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01235
"43","order2_45","XGBoost",0.1,"True","False",8,3,4,50,200,2,5.97939680004492,4302.9834422823,0.918199040926993,"20241023-225145",0.625596046447754,0.884615384615385,0.9871,0.488612836438923,0.955465587044534,0.646575342465753,0.996209257200925,0.934508309787355,0.0132318571390829,0.934431257554334,19506,247,11,236,0.99685,0.883333333333333,0.8582995951417,0.870636550308008,0.996209257200925,0.934508309787355,0.00252866318016891,0.934431257554334,19725,28,35,212,0.9973,0.936651583710407,0.838056680161943,0.884615384615385,0.996209257200925,0.934508309787355,0.00252866318016891,0.934431257554334,19739,14,40,207,NA,NA,10,NA,NA,2.97615738614027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0482138067911106,0.99382025906334,0.970548969107105,657,4,0.679267581886167,2.80826450314165,NA,NA,NA,NA,NA,NA,0.01235
"44","order2_46","LSTMAttention",0.1,"True","False",7,3,4,50,200,2,769.216696043033,62256.153480297,17.3442580210976,"20241022-214840",0.7708813,0.995260663507109,0.9999,0.995260663507109,0.995260663507109,0.995260663507109,0.999998802532596,0.999888638082585,0.00242578634133612,0.999888267181025,19788,1,1,210,0.9999,0.995260663507109,0.995260663507109,0.995260663507109,0.999998802532596,0.999888638082585,0.000234294799099473,0.999888267181025,19788,1,1,210,0.9999,0.995260663507109,0.995260663507109,0.995260663507109,0.999998802532596,0.999888638082585,0.000234294799099473,0.999888267181025,19788,1,1,210,0.000418567714696406,64,10,0.00606165838716932,0.471724054205247,1.26392234004718,NA,0.230307783723834,NA,NA,NA,NA,64,1,NA,0.21337925317393,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,512,4,0.192529067355534,NA,0.01055
